Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Description,Image,Service,Active
O Que é Endodontia?,o-que-e-endodontia,6601f0ae27ec5387c01512a7,65fb2d02af63dc1a4c22777b,660dce9e9896bea55ed2a2a5,false,false,Wed Apr 03 2024 21:48:14 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:13:56 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"A endodontia é a especialidade da medicine dentária que trata das doenças da polpa dentária do dente, localizada no seu interior. Quando a polpa dentária – que contém nervos e vasos sanguíneos – é afetada por cáries profundas, traumas ou lesões, a desvitalização torna-se essencial. Na Clínica Ferreira Borges, o nosso objetivo é remover a dor e a infecção, preservando a estrutura natural do seu dente. Utilizamos técnicas minimamente invasivas e equipamentos de última geração para garantir um tratamento eficiente e confortável, devolvendo ao paciente um sorriso saudável e o conforto de viver sem dor.",https://uploads-ssl.webflow.com/65edab180ad493fbc6b6ee2a/660f04bc00e100daf947afea_intro_endo3.jpg,endodontia,true
Personalização e Conforto no Coração do Nosso Tratamento,personalizacao-e-conforto-no-coracao-do-nosso-tratamento,6601f0ae27ec5387c01512a7,65fb2d02af63dc1a4c22777b,66033f03c9be888fae5924ef,false,false,Tue Mar 26 2024 21:32:51 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:37:58 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Cada sorriso é único, e por isso, cada implante dentário que realizamos é meticulosamente planeado para atender às necessidades específicas de cada paciente. Desde a consulta inicial até ao procedimento final, o nosso foco está em garantir o seu conforto e satisfação. Utilizamos técnicas minimamente invasivas para reduzir o tempo de recuperação, permitindo-lhe voltar à sua vida normal com um sorriso renovado mais rapidamente. Na Clínica Ferreira Borges, nós acreditamos que todos merecem sorrir com confiança, e estamos aqui para tornar isso possível através dos nossos implantes dentários de alta qualidade.",https://uploads-ssl.webflow.com/65edab180ad493fbc6b6ee2a/6616d8e6a7dc2330c3843072_intro_implants2.jpg,implantes-dentarios,true
Por Que Escolher a Clínica Ferreira Borges para a sua Desvitalização?,por-que-escolher-a-clinica-ferreira-borges-para-a-sua-desvitalizacao,6601f0ae27ec5387c01512a7,65fb2d02af63dc1a4c22777b,660dceba7d551b2a5fda7191,false,false,Wed Apr 03 2024 21:48:42 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:12:31 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Escolher onde realizar seu tratamento de endodontia é uma decisão importante. Na Clínica Ferreira Borges, destacamo-nos por nossa abordagem centrada no paciente, que prioriza não apenas a saúde dentária, mas também o conforto e a experiência geral do paciente. A nossa equipa de endodontia está equipada com formação avançada e a experiência necessária para tratar casos complexos, utilizando métodos que reduzem o desconforto e aceleram a recuperação. Acreditamos no poder da educação e da comunicação transparente, assegurando que o paciente testeja informado e confortável em cada etapa do processo. Deixe-nos cuidar de si e transformar sua experiência na consulta em algo positivo e livre de dor.",https://uploads-ssl.webflow.com/65edab180ad493fbc6b6ee2a/660f04cdcfe45628ca7afc43_intro_endo4.jpg,endodontia,true
Prevenção e Cuidado: O Primeiro Passo para um Sorriso Duradouro,prevencao-e-cuidado-o-primeiro-passo-para-um-sorriso-duradouro,6601f0ae27ec5387c01512a7,65fb2d02af63dc1a4c22777b,660dda0376a0048a33847285,false,false,Wed Apr 03 2024 22:36:51 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:07:53 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Na Clínica Ferreira Borges, a nossa abordagem à periodontologia centra-se na prevenção como fundamento para uma saúde oral duradoura. Compreendemos que cada sorriso é único, por isso, oferecemos planos de tratamento personalizados, desenhados para proteger e preservar os seus dentes e gengivas. A nossa equipa especializada utiliza as mais recentes tecnologias e técnicas para diagnosticar e tratar problemas desde as fases iniciais, assegurando que o seu sorriso permaneça vibrante e saudável por anos a fio.",https://uploads-ssl.webflow.com/65edab180ad493fbc6b6ee2a/660f2b06c624735905b09a26_intro_perio3.jpg,periodontologia,true
Prevenção e Educação: Chaves para um Sorriso Saudável,prevencao-e-educacao-chaves-para-um-sorriso-saudavel,6601f0ae27ec5387c01512a7,65fb2d02af63dc1a4c22777b,660f0fd56713ee22de14cb83,false,false,Thu Apr 04 2024 20:38:45 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 11:53:48 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"A odontopediatria vai além do tratamento de cáries e outros problemas dentários. É uma porta de entrada para ensinar às crianças a importância da higiene oral, incluindo técnicas corretas de escovagem e uso do fio dentário. Na Clínica Ferreira Borges, dedicamo-nos a educar os nossos jovens pacientes e suas famílias sobre os melhores hábitos alimentares e práticas de cuidado dentário, ajudando-os a evitar problemas futuros. A nossa missão é assegurar que cada criança possa sorrir com confiança e saúde, hoje e sempre.",https://uploads-ssl.webflow.com/65edab180ad493fbc6b6ee2a/660f0fc762d320c9b4242503_intro_kids_dentistry1.jpg,odontopediatria,true
Primeira Visita ao Dentista: Um Marco no Crescimento,primeira-visita-ao-dentista-um-marco-no-crescimento,6601f0ae27ec5387c01512a7,65fb2d02af63dc1a4c22777b,660f0c2da00fae6e84c71cf5,false,false,Thu Apr 04 2024 20:23:09 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 11:55:53 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"A primeira visita ao dentista é mais do que uma simples consulta; é o início de uma jornada para estabelecer hábitos de saúde oral saudáveis que durarão toda a vida. Na Clínica Ferreira Borges, acolhemos os nossos pequenos pacientes num ambiente caloroso e amigável, destinado a tornar a experiência tão confortável e divertida quanto possível. Através de jogos educativos e um diálogo aberto, incentivamos as crianças a verem o cuidado dentário não como uma obrigação, mas como uma parte importante e agradável da sua rotina de saúde.",https://uploads-ssl.webflow.com/65edab180ad493fbc6b6ee2a/660f0c2b62495fddcdf68e86_intro_kids_dentistry.jpg,odontopediatria,true
Restaurações Estéticas: Muito Além da Beleza,restauracoes-esteticas-muito-alem-da-beleza,6601f0ae27ec5387c01512a7,65fb2d02af63dc1a4c22777b,660f1496014b2b49eb02a55b,false,false,Thu Apr 04 2024 20:59:02 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 11:51:50 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"As restaurações estéticas não servem apenas para criar um sorriso bonito; elas restauram a função e a integridade dos dentes afetados por cáries, fraturas ou desgastes. Na Clínica Ferreira Borges, combinamos arte e ciência para reproduzir a aparência natural dos dentes, utilizando materiais como resinas compostas, cerâmicas e outros materiais que mimetizam a translucidez e o brilho do esmalte dentário. A nossa abordagem personalizada visa recuperar não apenas a beleza, mas a saúde e a funcionalidade completa do seu sorriso, permitindo-lhe comer, falar e sorrir com confiança.",https://uploads-ssl.webflow.com/65edab180ad493fbc6b6ee2a/660f14924c86cfb68380e0d6_intro_dentistry.jpg,dentisteria,true
Soluções Personalizadas para a Dor Orofacial,solucoes-personalizadas-para-a-dor-orofacial,6601f0ae27ec5387c01512a7,65fb2d02af63dc1a4c22777b,660ada382a3be74e5cc575f7,false,false,Mon Apr 01 2024 16:00:56 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:21:48 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Cada paciente é único, e assim deve ser o seu tratamento curativo. Na Clínica Ferreira Borges, combinamos conhecimento profundo com tratamentos vanguardistas para combater a dor orofacial. Desde terapias manuais que aliviam a tensão muscular até avançados procedimentos de correção de postura e uso de aparelhos específicos, cada etapa do tratamento é pensada para proporcionar alívio duradouro. Acreditamos no poder da prevenção e da educação, capacitando os nossos pacientes a adotar práticas saudáveis que sustentam a saúde oral e geral. Junte-se a nós nessa jornada de autocuidado e redescubra o conforto, a mobilidade e a alegria de viver sem dor.",https://uploads-ssl.webflow.com/65edab180ad493fbc6b6ee2a/660ada2ea868be00cbe8df43_intro_ortofacial_pain2.jpg,dor-orofacial,true
Soluções Personalizadas para o Seu Sorriso,solucoes-personalizadas-para-o-seu-sorriso,6601f0ae27ec5387c01512a7,65fb2d02af63dc1a4c22777b,660dc9674d02bd5a738df8ab,false,false,Wed Apr 03 2024 21:25:59 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:14:43 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Cada sorriso é único, e na Clínica Ferreira Borges, tratamos cada paciente com a individualidade que merecem. Durante a consulta dentária, realizamos uma avaliação completa, que nos permite elaborar um plano de tratamento personalizado. Seja revitalizando o seu sorriso com restaurações estéticas ou protegendo sua saúde oral, o nosso objetivo é garantir resultados duradouros e satisfatórios. Junte-se a nós e dê o primeiro passo em direção ao sorriso dos seus sonhos.",https://uploads-ssl.webflow.com/65edab180ad493fbc6b6ee2a/660ef73799d1604ce870793a_intro_dental_checkup2.jpg,consulta-dentaria,true
Tecnologia e Arte ao Serviço da Estética Dentária,tecnologia-e-arte-ao-servico-da-estetica-dentaria,6601f0ae27ec5387c01512a7,65fb2d02af63dc1a4c22777b,660da73702191ede4ae140dc,false,false,Wed Apr 03 2024 19:00:07 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:17:40 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Combinando arte e ciência, a restauração estética é mais do que um procedimento dentário; é uma obra de arte que requer precisão, dedicação e um olhar atento aos detalhes. A nossa equipa dedicada à estética dentária utiliza materiais da mais alta qualidade, assegurando uma aparência natural que se integra perfeitamente ao seu sorriso. Desde facetas de porcelana até coroas e pontes, cada solução é desenhada para realçar a beleza natural do seu sorriso, promovendo não só a estética, mas também a funcionalidade e a saúde oral. Embarque nesta jornada conosco e veja como a tecnologia de ponta pode transformar o seu sorriso e a sua vida.",https://uploads-ssl.webflow.com/65edab180ad493fbc6b6ee2a/660efe48d0bdf333cacc3b50_intro_cosmetic_dentistry4.jpg,restauracao-estetica,true
Tecnologia e Empatia: Pilares da Nossa Abordagem,tecnologia-e-empatia-pilares-da-nossa-abordagem,6601f0ae27ec5387c01512a7,65fb2d02af63dc1a4c22777b,660f094d6f8337349e5f7958,false,false,Thu Apr 04 2024 20:10:53 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 11:57:46 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"A Clínica Ferreira Borges é pioneira no uso de tecnologia de ponta em todos os procedimentos de reabilitação oral. Mas, além dos avanços técnicos, é a nossa abordagem humana que realmente define o nosso cuidado. Entendemos que por trás de cada tratamento há uma pessoa com suas expetativas e receios. Por isso, dedicamo-nos a criar um ambiente acolhedor e seguro, onde cada paciente se sinta ouvido, compreendido e valorizado. A nossa equipa clínica compromete-se em tornar sua jornada de reabilitação oral o mais confortável e positiva possível, guiando-o(a) passo a passo até alcançar o sorriso dos seus sonhos.",https://uploads-ssl.webflow.com/65edab180ad493fbc6b6ee2a/660f094b433316fae1709f3c_intro_restoration2.jpg,reabilitacao,true
Tecnologia e Humanização no Atendimento,tecnologia-e-humanizacao-no-atendimento,6601f0ae27ec5387c01512a7,65fb2d02af63dc1a4c22777b,660dc94db6f22f4f5e6ba53c,false,false,Wed Apr 03 2024 21:25:33 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:15:44 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Na Clínica Ferreira Borges, a consulta dentária é o ponto de partida para uma jornada transformadora. Empregamos as mais recentes tecnologias para diagnóstico e tratamento, assegurando precisão e conforto. Mas mais do que isso, priorizamos um atendimento humanizado, onde o paciente se sente acolhido e entendido. A nossa equipa especializada dedica-se a criar um ambiente de confiança e segurança, onde as suas expetativas são ouvidas e superadas.",https://uploads-ssl.webflow.com/65edab180ad493fbc6b6ee2a/660ef6cd2680a9c8241ed8fa_intro_dental_checkup3.jpg,consulta-dentaria,true
Tratamentos Avançados para Desafios Complexos,tratamentos-avancados-para-desafios-complexos,6601f0ae27ec5387c01512a7,65fb2d02af63dc1a4c22777b,660dda242bae0fcbb0ac8a77,false,false,Wed Apr 03 2024 22:37:24 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:03:41 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Para aqueles que enfrentam desafios periodontais mais complexos, a Clínica Ferreira Borges está na vanguarda dos tratamentos especializados. Desde a terapia não cirúrgica, como a limpeza profunda, até intervenções cirúrgicas avançadas para casos mais graves, estamos equipados para restaurar a saúde e a estética do seu sorriso. O nosso compromisso é com a excelência e com o seu conforto, proporcionando resultados que não apenas melhoram a sua saúde oral, mas também a sua autoestima e qualidade de vida.",https://uploads-ssl.webflow.com/65edab180ad493fbc6b6ee2a/660f2b15eb05447bfb6b882d_intro_perio4.jpg,periodontologia,true
Uma Jornada Personalizada para a Saúde Bucal,uma-jornada-personalizada-para-a-saude-bucal,6601f0ae27ec5387c01512a7,65fb2d02af63dc1a4c22777b,660f0258700bc2191f863ef3,false,false,Thu Apr 04 2024 19:41:12 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:03:01 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Na nossa clínica, cada jornada de cirurgia oral começa com uma compreensão profunda das suas necessidades únicas. Utilizando as mais recentes inovações em diagnóstico e tratamento, os nossos especialistas estão dedicados a fornecer soluções personalizadas que vão além das suas expectativas. Acreditamos que uma comunicação aberta e honesta é a chave para alcançar resultados excepcionais, permitindo-nos criar um plano de tratamento único e desenhado à medida do paciente.",https://uploads-ssl.webflow.com/65edab180ad493fbc6b6ee2a/660f25c2393dda00aa776af6_intro_oral_surgery.jpg,cirurgia-oral,true
Uma Nova Era na Reabilitação Oral,uma-nova-era-na-reabilitacao-oral,6601f0ae27ec5387c01512a7,65fb2d02af63dc1a4c22777b,660f0839a00fae6e84c35697,false,false,Thu Apr 04 2024 20:06:17 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 11:59:29 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Na nossa clínica, a reabilitação oral é sinónimo de inovação e cuidado personalizado. Combinamos técnicas avançadas e materiais da mais alta qualidade para reconstruir sorrisos de maneira eficaz e duradoura. Cada plano de tratamento é meticulosamente desenhado para corresponder à situação específica do paciente, com o objetivo de restaurar não só a funcionalidade plena da boca, mas também a estética natural do sorriso. Este compromisso com a excelência e a atenção aos detalhes são o que nos torna líderes em reabilitação oral.",https://uploads-ssl.webflow.com/65edab180ad493fbc6b6ee2a/660f081b8de33ff8622be469_intro_restoration.jpg,reabilitacao,true
Uma Nova Era para o Seu Sorriso,uma-nova-era-para-o-seu-sorriso,6601f0ae27ec5387c01512a7,65fb2d02af63dc1a4c22777b,660da7133cfb9d59781ac3ed,false,false,Wed Apr 03 2024 18:59:31 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:18:19 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Num mundo onde a primeira impressão conta mais do que nunca, um sorriso bonito e saudável é a sua carta de apresentação. A Restauração Estética na Clínica Ferreira Borges utiliza as mais recentes tecnologias para corrigir imperfeições, como dentes partidos, manchados ou desalinhados, transformando não apenas o seu sorriso, mas também a sua autoestima. Permita-se embarcar nesta viagem transformadora, onde cada tratamento é adaptado às suas necessidades únicas, garantindo resultados naturais e duradouros.",https://uploads-ssl.webflow.com/65edab180ad493fbc6b6ee2a/660efdc7dcca4cd473fde83c_intro_cosmetic_dentistry3.jpg,restauracao-estetica,true
Uma Solução Duradoura para um Sorriso Perfeito,o-que-sao-implantes-dentarios,6601f0ae27ec5387c01512a7,65fb2d02af63dc1a4c22777b,66033815ade6726c535fac1e,false,false,Tue Mar 26 2024 21:03:17 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:38:58 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Os implantes dentários são a alternativa mais próxima que temos aos dentes naturais. Eles são desenhados para se integrarem perfeitamente com o osso, criando uma fundação sólida que pode durar uma vida. Ao escolher os implantes dentários na Clínica Ferreira Borges, você não está apenas a investir num sorriso bonito, mas também na sua saúde oral geral. A nossa equipa dedicada utiliza as últimas tecnologias e técnicas para assegurar que o seu tratamento seja um sucesso completo, devolvendo-lhe a confiança de sorrir sem reservas.",https://uploads-ssl.webflow.com/65edab180ad493fbc6b6ee2a/6616d6db79ad3664d2c21275_intro_implants1.jpg,implantes-dentarios,true
