Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Description,Service,Active
O procedimento de implante dentário é doloroso?,o-procedimento-de-implante-dentario-e-doloroso,65ff12f00995bbd29abd09c2,65fb2d02af63dc1a4c22777b,65ff145769736ba3db8a644f,false,false,Sat Mar 23 2024 17:41:43 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 13:26:30 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"A maioria das pessoas refere sentir um desconforto mínimo, especialmente quando comparado com a extração de dentes. A anestesia local é utilizada durante o procedimento para minimizar a dor.",,true
O que são implantes dentários?,o-que-sao-implantes-dentarios,65ff12f00995bbd29abd09c2,65fb2d02af63dc1a4c22777b,65ff13af4e83ddea534f12d5,false,false,Sat Mar 23 2024 17:38:55 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 13:27:28 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Os implantes dentários simulam raízes dentárias artificiais, normalmente feitas de titânio, utilizadas para suportar restaurações de dentes em falta, ajudando a prevenir a perda óssea e a manter a estrutura facial.",implantes-dentarios,true
"O que é a Guided Biofilm Therapy (GBT) (em português, Terapia Guiada por Biofilme)",o-que-e-a-guided-biofilm-therapy-gbt-em-portugues-terapia-guiada-por-biofilme,65ff12f00995bbd29abd09c2,65fb2d02af63dc1a4c22777b,666f4eba0f3c32e2955180c3,false,false,Sun Jun 16 2024 20:44:42 GMT+0000 (Coordinated Universal Time),Sun Jun 16 2024 20:44:42 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"A Guided Biofilm Therapy (GBT), ou Terapia Guiada por Biofilme, é um protocolo moderno para a profilaxia dental e tratamento de doenças periodontais e peri-implantares. Envolve a remoção de biofilme dental através de um processo estruturado, incluindo diagnóstico, educação do paciente, revelação do biofilme, remoção com dispositivos como Airflow®, remoção de cálculo, verificação, polimento dos dentes e manutenção regular. A GBT é menos invasiva e mais confortável, promovendo uma limpeza eficiente e prevenindo doenças.",limpeza-dentaria,true
O que é limpeza dentária?,o-que-e-limpeza-dentaria,65ff12f00995bbd29abd09c2,65fb2d02af63dc1a4c22777b,66086c99e0b16bd0f990a79b,false,false,Sat Mar 30 2024 19:48:41 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 13:21:33 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"A limpeza dentária, ou profilaxia dentária, é um procedimento realizado por um médico dentista ou higienista oral para remover a placa bacteriana e o tártaro dos dentes. É um tratamento essencial para prevenir cáries, doenças gengivais, e para manter a saúde oral geral, inclui a raspagem para remover o tártaro acima e abaixo da linha da gengiva, polimento para remover manchas e aplicação de flúor, quando necessário. Além de contribuir para um sorriso mais brilhante e um hálito fresco, a limpeza dentária regular, geralmente recomendada a cada seis meses, permite a deteção precoce de patologias orais.",limpeza-dentaria,true
O que é osteointegração,o-que-e-osteointegracao,65ff12f00995bbd29abd09c2,65fb2d02af63dc1a4c22777b,660332e3e2b8afd068d35aab,false,false,Tue Mar 26 2024 20:41:07 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 13:25:23 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Osteointegração é um processo pelo qual um implante dentário de material geralmente de titânio, se integra no osso, criando uma conexão estável e duradoura. Esse fenómeno é fundamental para permitir a fixação de implantes dentários diretamente ao osso.",implantes-dentarios,true
Onde fazer exame de apneia do sono?,onde-fazer-exame-de-apneia-do-sono,65ff12f00995bbd29abd09c2,65fb2d02af63dc1a4c22777b,66087301c53c4fa631e84915,false,false,Sat Mar 30 2024 20:16:01 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 13:16:43 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Para realizar um exame de apneia do sono é necessário primeiro fazer um rastreio do sono que passa primariamente por uma avaliação clínica. Caso seja necessário fazer um exame do sono (polissonografia) este poderá ser feito em contexto hospitalar ou num laboratório de sono ou centro de estudos do sono, onde é possível realizar uma polissonografia, o exame padrão-ouro para diagnóstico de apneia. Esse teste monitora várias funções corporais durante o sono, como padrões de respiração, atividade cerebral, movimentos dos olhos, batimentos cardíacos e níveis de oxigênio no sangue. Em alguns casos, pode-se realizar um teste de apneia do sono em casa, fornecendo uma opção menos invasiva para diagnóstico inicial. Pesquise centros de estudo do sono credenciados ou consulte seu plano de saúde para encontrar opções disponíveis na sua área.",medicina-dentaria-do-sono,true
Porque é que uma terapia de biofilme guiada (GBT) é melhor do que a higiena oral tradicional. ,porque-e-que-uma-terapia-de-biofilme-guiada-gbt-e-melhor-do-que-a-higiena-oral-tradicional,65ff12f00995bbd29abd09c2,65fb2d02af63dc1a4c22777b,666f4f3c4f61b34a49a6b62a,false,false,Sun Jun 16 2024 20:46:52 GMT+0000 (Coordinated Universal Time),Sun Jun 16 2024 20:49:50 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"A Guided Biofilm Therapy (GBT) é superior à higiene oral tradicional porque é menos invasiva e mais confortável para o paciente. Utiliza tecnologias avançadas como o Airflow®, que combina água, ar e pó para remover eficazmente o biofilme, reduzindo o desconforto. A GBT segue um protocolo estruturado que inclui diagnóstico, educação do paciente, remoção precisa do biofilme e cálculo, e polimento, resultando numa limpeza mais completa e na prevenção eficaz de doenças periodontais.",limpeza-dentaria,true
Quando devo fazer limpeza dentaria?,quando-devo-fazer-limpeza-dentaria,65ff12f00995bbd29abd09c2,65fb2d02af63dc1a4c22777b,66086b66ccae58b99bb28455,false,false,Sat Mar 30 2024 19:43:34 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 13:22:27 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"A limpeza dentária profissional é recomendada a cada seis meses para prevenir cáries e doenças gengivais, remover manchas e combater o mau hálito. Dependendo da saúde oral e fatores de risco individuais, o médico dentista pode sugerir uma frequência diferente. Manter uma boa higiene oral em casa é crucial, mas visitas regulares ao dentista são essenciais para a detecção precoce de problemas e manutenção da saúde oral.",limpeza-dentaria,true
Quanto tempo demora o processo de colocação de implantes dentários?,quanto-tempo-demora-o-processo-de-colocacao-de-implantes-dentarios,65ff12f00995bbd29abd09c2,65fb2d02af63dc1a4c22777b,65ff142f2890b7413031d1b4,false,false,Sat Mar 23 2024 17:41:03 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 13:26:49 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"O processo pode variar, demorando frequentemente vários meses do início ao fim devido ao tempo necessário para o crescimento e cicatrização do osso.",implantes-dentarios,true
Quanto tempo duram os implantes dentários?,quanto-tempo-duram-os-implantes-dentarios,65ff12f00995bbd29abd09c2,65fb2d02af63dc1a4c22777b,65ff150ade98e0fec25eff5e,false,false,Sat Mar 23 2024 17:44:42 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 13:25:46 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Com cuidados e manutenção adequados, os implantes dentários podem durar bastante tempo, embora a coroa ligada ao implante possa precisar de ser substituída devido ao desgaste.",implantes-dentarios,true
Quem pode colocar implantes dentários?,quem-pode-colocar-implantes-dentarios,65ff12f00995bbd29abd09c2,65fb2d02af63dc1a4c22777b,65ff13df4e83ddea534f3346,false,false,Sat Mar 23 2024 17:39:43 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 13:27:05 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),A maioria das pessoas que são suficientemente saudáveis para se submeterem a uma extração dentária de rotina ou a uma cirurgia oral pode ser considerada para um implante dentário. Os pacientes devem ter gengivas saudáveis e osso suficiente para segurar o implante.,implantes-dentarios,true
Tipos de Aparelhos Dentários,tipos-de-aparelhos-dentarios,65ff12f00995bbd29abd09c2,65fb2d02af63dc1a4c22777b,6608765ae0b16bd0f9981548,false,false,Sat Mar 30 2024 20:30:18 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 13:07:45 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Existem diversos tipos de aparelhos dentários, adaptados para diferentes necessidades. Os aparelhos fixos metálicos são os mais tradicionais, com brackets que se ligam por fios para mover os dentes. Os estéticos, feitos de cerâmica ou safira, oferecem uma opção menos visível, harmonizando-se com a cor dos dentes. Aparelhos linguais são fixados na parte interna dos dentes, ficando ocultos, mas podem ser menos confortáveis. Os autoligados dispensam elásticos, reduzindo o número de consultas necessárias. Os aparelhos invisíveis consistem em alinhadores transparentes removíveis, proporcionando discrição total no tratamento. Cada tipo tem suas especificidades, vantagens e limitações, sendo a escolha dependente do caso ortodôntico, expectativas e estilo de vida do paciente.",ortodontia,true
implantes dentários tempo de recuperação,implantes-dentarios-tempo-de-recuperacao,65ff12f00995bbd29abd09c2,65fb2d02af63dc1a4c22777b,66033cc688d83711e0f30345,false,false,Tue Mar 26 2024 21:23:18 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 13:23:27 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"A recuperação dos implantes dentários varia, envolvendo normalmente desconforto imediato após a cirurgia durante 24-48 horas, com melhorias significativas nas primeiras duas semanas. A osteointegração, em que o implante se liga ao osso, demora 3-6 meses. As restaurações finais são adicionadas quando a cicatrização estiver concluída. Os casos complexos podem prolongar a recuperação para além de um ano. Seguir as instruções do médico dentista e comparecer às consultas de acompanhamento é crucial para o sucesso.",implantes-dentarios,true
