Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Description,Service,Active
Melhoria Imediata da Aparência,melhoria-imediata-da-aparencia,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8a6b71df3403d44ccafd,false,false,Wed Apr 03 2024 16:57:15 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 13:01:03 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"As restaurações estéticas oferecem resultados imediatos, melhorando a cor, forma e aparência dos seus dentes.",restauracao-estetica,true
Melhoria da Estética Facial,melhoria-da-estetica-facial,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8eb6e53df745d3503887,false,false,Wed Apr 03 2024 17:15:34 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:46:36 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Tratamentos de reabilitação oral podem melhorar significativamente a estética facial, proporcionando um sorriso harmonioso e aumentando a autoconfiança.",reabilitacao,true
Melhoria da Estética do Sorriso,melhoria-da-estetica-do-sorriso,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,65ff627e69736ba3dbc9ab50,false,false,Sat Mar 23 2024 23:15:10 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 13:04:51 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Os implantes dentários são projetados para se assemelhar aos seus dentes naturais, restaurando a beleza do seu sorriso e melhorando a sua autoestima.",implantes-dentarios,true
Melhoria da Função Dentária,melhoria-da-funcao-dentaria,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8f40f3fb78b31e3d6a70,false,false,Wed Apr 03 2024 17:17:52 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:43:39 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Restaurações de qualidade restauram a funcionalidade dos dentes, permitindo mastigar de maneira eficaz e sem desconforto.",dentisteria,true
Melhoria da Função Oral,melhoria-da-funcao-oral,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8b8fdb3b2294aa8f7ee3,false,false,Wed Apr 03 2024 17:02:07 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:57:16 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Além de tratar a dor, os nossos tratamentos visam restaurar a função oral, permitindo falar, mastigar e sorrir sem desconforto.",dor-orofacial,true
Melhoria da Qualidade do Sono,melhoria-da-qualidade-do-sono,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,65ff6360bc45147e21f5428b,false,false,Sat Mar 23 2024 23:18:56 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 13:03:42 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Os tratamentos reduzem significativamente os sintomas da apneia do sono, como ronco e interrupções respiratórias, proporcionando uma noite de sono mais tranquila.",medicina-dentaria-do-sono,true
Melhoria da Saúde Oral,melhoria-da-saude-oral,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d89cd0fe6f27655d9a23a,false,false,Wed Apr 03 2024 16:54:37 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 13:02:49 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"A correção da posição dos dentes facilita a higiene oral, reduzindo o risco de cáries e doenças gengivais.",ortodontia,true
Melhoria do Hálito,melhoria-do-halito,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8c8854f650fefd7c653c,false,false,Wed Apr 03 2024 17:06:16 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:56:08 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Uma limpeza profissional elimina as bactérias causadoras de mau hálito, proporcionando uma sensação de frescura e confiança.",limpeza-dentaria,true
Melhoria do Hálito,melhoria-do-halito-2,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8e1ccc2a0bd96c775edc,false,false,Wed Apr 03 2024 17:13:00 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:48:54 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"O tratamento de doenças gengivais também aborda o mau hálito, proporcionando uma sensação de frescura e aumentando a confiança.",periodontologia,true
Melhoria na Funcionalidade Oral,melhoria-na-funcionalidade-oral,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8e504a19ec1f9980b44d,false,false,Wed Apr 03 2024 17:13:52 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:47:13 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Procedimentos cirúrgicos podem restaurar a funcionalidade oral, permitindo aos pacientes mastigar, falar e sorrir com maior conforto e eficácia.",cirurgia-oral,true
Melhoria na Saúde Oral Geral,melhoria-na-saude-oral-geral,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8da6d57affa8bc218db3,false,false,Wed Apr 03 2024 17:11:02 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:52:27 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Ao tratar infeções na raiz do dente, a endodontia contribui significativamente para a melhoria da saúde oral geral, evitando a propagação de infeções para outros locais do organismo.",endodontia,true
Minimamente Invasiva,minimamente-invasiva,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8a85d508bd39036199f0,false,false,Wed Apr 03 2024 16:57:41 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 13:00:35 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Muitos procedimentos de restauração estética são minimamente invasivos, preservando a estrutura natural do dente.",restauracao-estetica,true
Personalização Completa,personalizacao-completa,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8ae5bda63bebf1c95fd8,false,false,Wed Apr 03 2024 16:59:17 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 13:00:16 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Cada tratamento é totalmente personalizado para atender às expectativas e necessidades individuais, garantindo a satisfação completa.",restauracao-estetica,true
Plano de Tratamento Personalizado,plano-de-tratamento-personalizado,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8b188c3a56278f87e5ec,false,false,Wed Apr 03 2024 17:00:08 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:59:26 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Cada paciente recebe um plano de tratamento personalizado, adaptado às suas necessidades específicas, garantindo os melhores resultados possíveis.",consulta-dentaria,true
Preservação do Dente Natural,preservacao-do-dente-natural,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8d67298883a8156aafd6,false,false,Wed Apr 03 2024 17:09:59 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:53:18 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"A endodontia permite salvar dentes que de outra forma precisariam ser extraídos, mantendo a sua estrutura natural e funcionalidade.",endodontia,true
Prevenção da Perda de Dentes,prevencao-da-perda-de-dentes,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8dd8861de1941f1ebd42,false,false,Wed Apr 03 2024 17:11:52 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:49:59 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Ao tratar a doença periodontal nas fases iniciais, é possível prevenir a progressão da doença, que pode levar à perda de dentes.",periodontologia,true
Prevenção da Perda Óssea,prevencao-da-perda-ossea,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,65ff62cb18c64d5f41809614,false,false,Sat Mar 23 2024 23:16:27 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 13:04:21 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Os implantes ajudam a prevenir a perda óssea que ocorre com a perda de dentes, mantendo a estrutura facial e evitando o envelhecimento precoce.",implantes-dentarios,true
Prevenção de Danos Futuros,prevencao-de-danos-futuros,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8f239fca8ccd89bf5fc8,false,false,Wed Apr 03 2024 17:17:23 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:43:50 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Com restaurações adequadas, é possível não só reparar danos existentes mas também fortalecer os dentes, prevenindo futuras fraturas ou danos.",dentisteria,true
Prevenção de Doenças Dentárias,prevencao-de-doencas-dentarias,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8b4b7d1cc976b6e956ed,false,false,Wed Apr 03 2024 17:00:59 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:58:15 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),Consultas dentárias regulares são essenciais para prevenir doenças dentárias e manter um sorriso saudável a longo prazo.,consulta-dentaria,true
Prevenção de Doenças Gengivais,prevencao-de-doencas-gengivais,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8c72e76352f7931a7323,false,false,Wed Apr 03 2024 17:05:54 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:56:23 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"A remoção regular de placa e tártaro ajuda a prevenir a gengivite e outras doenças gengivais, mantendo as gengivas saudáveis.",limpeza-dentaria,true
Prevenção de Futuros Problemas Dentários,prevencao-de-futuros-problemas-dentarios,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8e7865768c2e4684e9de,false,false,Wed Apr 03 2024 17:14:32 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:46:59 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Procedimentos cirúrgicos como a extração de dentes do siso podem prevenir futuros problemas dentários, como a dor e a infecção.",cirurgia-oral,true
Prevenção de Infecções Futuras,prevencao-de-infeccoes-futuras,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8d9227d08a78c554a70e,false,false,Wed Apr 03 2024 17:10:42 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:52:47 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),A limpeza e selamento do canal radicular durante o procedimento endodôntico ajudam a prevenir futuras infeções no mesmo dente.,endodontia,true
Prevenção de Recidivas,prevencao-de-recidivas,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8ba21773f2bd3ae9d870,false,false,Wed Apr 03 2024 17:02:26 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:57:01 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Focamos não apenas no alívio da dor mas também na prevenção de futuras recidivas, através de um plano de tratamento abrangente.",dor-orofacial,true
Promoção de Hábitos Saudáveis,promocao-de-habitos-saudaveis,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8f780fe6f27655debf9f,false,false,Wed Apr 03 2024 17:18:48 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:43:12 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"A odontopediatria ensina as crianças a adotarem bons hábitos de higiene oral desde cedo, estabelecendo a base para uma vida de sorrisos saudáveis.",odontopediatria,true
Recuperação Estética,recuperacao-estetica,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8e65af76774c1e04b382,false,false,Wed Apr 03 2024 17:14:13 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:46:24 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Muitas cirurgias orais têm benefícios estéticos, restaurando ou melhorando a aparência dos dentes e da boca do paciente",cirurgia-oral,true
Redução de Desgaste e Trauma,reducao-de-desgaste-e-trauma,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8a09172f07674a4ae51e,false,false,Wed Apr 03 2024 16:55:37 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 13:02:17 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),Corrigir o alinhamento dos dentes diminui o risco de desgaste dentário por má-oclusão por contatos prematuros assim como risco de trauma dentário.,ortodontia,true
Redução do Risco de Doenças Sistémicas,reducao-do-risco-de-doencas-sistemicas,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8e02e6d91badb935b6f9,false,false,Wed Apr 03 2024 17:12:34 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:49:33 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"A saúde periodontal está ligada à saúde geral do corpo. O tratamento de doenças gengivais pode reduzir o risco de condições cardíacas, diabetes e outras doenças sistémicas.",periodontologia,true
Redução do Risco de Problemas de Saúde,reducao-do-risco-de-problemas-de-saude,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660c7f61146795b542dd8ab4,false,false,Tue Apr 02 2024 21:57:53 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 13:03:27 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Diminui o risco de condições associadas à apneia do sono, incluindo hipertensão, doenças cardíacas e diabetes.",medicina-dentaria-do-sono,true
Resolução de Patologias Complexas,resolucao-de-patologias-complexas,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8e39689c49a90b224de8,false,false,Wed Apr 03 2024 17:13:29 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:48:35 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"A cirurgia oral permite tratar uma ampla gama de patologias dentárias complexas, incluindo extrações de dentes impactados, implantes dentários e outras lesões orais.",cirurgia-oral,true
Restauração da Função Mastigatória,restauracao-da-funcao-mastigatoria,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,65ff6242bc45147e21f46242,false,false,Sat Mar 23 2024 23:14:10 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 13:05:02 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Os implantes dentários restabelecem a capacidade de mastigar adequadamente, permitindo desfrutar de uma variedade maior de alimentos e melhorando a digestão.",implantes-dentarios,true
Restauração da Função Mastigatória,restauracao-da-funcao-mastigatoria-2,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8e9cdb3b2294aa92362c,false,false,Wed Apr 03 2024 17:15:08 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:46:46 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"A reabilitação oral restabelece a capacidade de mastigar corretamente, melhorando a digestão e a nutrição.",reabilitacao,true
Restaurações Estéticas,restauracoes-esteticas,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8f0c45437bf958f1442c,false,false,Wed Apr 03 2024 17:17:00 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:44:51 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"A dentisteria permite restaurar dentes danificados ou cariados, utilizando materiais que se assemelham à cor natural dos dentes, resultando em restaurações imperceptíveis.",dentisteria,true
Resultados Duradouros,resultados-duradouros,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8ac37cc9d1879e5281b8,false,false,Wed Apr 03 2024 16:58:43 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 13:00:24 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),Utilizamos materiais de alta qualidade que garantem uma solução duradoura para o seu sorriso.,restauracao-estetica,true
Resultados Rápidos e Eficazes,resultados-rapidos-e-eficazes,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8d2b0fe6f27655dc7f37,false,false,Wed Apr 03 2024 17:08:59 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:54:18 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Graças à tecnologia avançada, nos casos mais simples o aparelho invisível oferece resultados visíveis em menos tempo, quando comparado aos tratamentos tradicionais.",aparelho-invisivel,true
Saúde Gengival Melhorada,saude-gengival-melhorada,65ff62056a67d67ae52ea64b,65fb2d02af63dc1a4c22777b,660d8dc1b0ac2b7c85061aa8,false,false,Wed Apr 03 2024 17:11:29 GMT+0000 (Coordinated Universal Time),Sun Apr 21 2024 12:51:47 GMT+0000 (Coordinated Universal Time),Sun Mar 09 2025 15:23:29 GMT+0000 (Coordinated Universal Time),"Tratamentos periodontais eficazes eliminam infecções gengivais, melhorando a saúde e a aparência das gengivas.",periodontologia,true
